Index,Time [s],P [mbar],AX [m/s2],AY [m/s2],AZ [m/s2],AMag [m/s2]
23070,11.2646484375,995.4,2.0,2.5,-3.7,4.89
23071,11.26513671875,995.4,1.1,0.4,-2.0,2.32
23072,11.265625,995.4,1.4,3.0,-2.1,3.92
23073,11.26611328125,995.4,0.1,-0.4,-1.2,1.27
23074,11.2666015625,995.4,2.0,2.3,-2.1,3.7
23075,11.26708984375,995.5,0.1,-0.2,-0.1,0.24
23076,11.267578125,995.5,1.8,0.7,-2.3,3.0
23077,11.26806640625,995.5,0.7,-1.5,-0.8,1.84
23078,11.2685546875,995.5,2.2,3.8,-1.4,4.61
23079,11.26904296875,995.5,0.1,0.8,-0.1,0.81
23080,11.26953125,995.5,1.4,3.6,-2.3,4.5
23081,11.27001953125,995.5,-0.1,-0.9,-1.4,1.67
23082,11.2705078125,995.5,2.8,1.3,-2.1,3.73
23083,11.27099609375,995.5,0.5,0.0,-1.4,1.49
23084,11.271484375,995.5,0.8,1.3,-1.6,2.21
23085,11.27197265625,995.5,-0.4,0.0,-0.2,0.45
23086,11.2724609375,995.5,1.2,3.0,-1.2,3.45
23087,11.27294921875,995.5,0.3,-0.7,-0.1,0.77
23088,11.2734375,995.5,3.8,1.5,-2.9,5.01
23089,11.27392578125,995.5,1.1,0.0,0.1,1.1
23090,11.2744140625,995.5,0.8,1.5,-3.3,3.71
23091,11.27490234375,995.5,-0.3,0.2,-1.0,1.06
23092,11.275390625,995.5,2.0,1.1,-2.0,3.03
23093,11.27587890625,995.5,0.5,-0.4,-0.6,0.88
23094,11.2763671875,995.5,1.4,1.9,-2.5,3.44
23095,11.27685546875,995.5,1.5,-1.1,-1.0,2.11
23096,11.27734375,995.5,1.6,2.3,-1.4,3.13
23097,11.27783203125,995.5,1.5,-1.7,-1.4,2.66
23098,11.2783203125,995.5,3.0,1.1,-1.6,3.57
23099,11.27880859375,995.5,0.5,-0.7,-1.8,1.99
23100,11.279296875,995.5,1.8,0.1,-2.3,2.92
23101,11.27978515625,995.5,-1.2,-1.7,-1.2,2.4
23102,11.2802734375,995.5,1.4,1.7,-2.3,3.18
23103,11.28076171875,995.5,0.3,-0.5,1.7,1.8
23104,11.28125,995.5,1.6,2.5,-3.9,4.9
23105,11.28173828125,995.5,0.3,0.4,-1.2,1.3
23106,11.2822265625,995.5,2.4,1.5,-1.2,3.07
23107,11.28271484375,995.5,-0.1,-1.1,-1.0,1.49
23108,11.283203125,995.5,1.2,0.1,-2.5,2.77
23109,11.28369140625,995.5,0.1,-0.2,0.1,0.24
23110,11.2841796875,995.5,2.4,0.5,-1.8,3.04
23111,11.28466796875,995.5,1.1,-1.7,-1.4,2.46
23112,11.28515625,995.5,3.2,1.7,-3.5,5.04
23113,11.28564453125,995.5,0.1,0.2,-0.6,0.64
23114,11.2861328125,995.5,1.0,1.7,-1.8,2.67
23115,11.28662109375,995.5,-0.1,-0.9,-2.6,2.75
23116,11.287109375,996.0,1.0,1.3,-2.7,3.16
23117,11.28759765625,996.0,-0.3,-0.9,0.5,1.07
23118,11.2880859375,996.0,2.0,2.3,-2.9,4.21
23119,11.28857421875,996.0,0.7,-1.7,1.1,2.14
23120,11.2890625,996.0,1.6,0.7,-1.2,2.12
23121,11.28955078125,996.0,0.5,-1.3,-0.8,1.61
23122,11.2900390625,996.0,2.4,1.9,-1.6,3.45
23123,11.29052734375,996.0,2.1,-1.3,-0.1,2.47
23124,11.291015625,996.0,2.4,1.5,-1.8,3.35
23125,11.29150390625,996.0,0.5,-1.5,-1.4,2.11
23126,11.2919921875,996.0,2.2,2.3,-2.7,4.17
23127,11.29248046875,996.0,-0.8,-1.5,0.3,1.73
23128,11.29296875,996.0,2.0,1.3,-2.3,3.31
23129,11.29345703125,996.0,0.7,-0.9,-1.2,1.66
23130,11.2939453125,996.0,2.4,0.9,-2.7,3.72
23131,11.29443359375,996.0,0.3,-0.4,-0.6,0.78
23132,11.294921875,996.0,1.0,2.5,-2.1,3.41
23133,11.29541015625,996.0,-0.1,-1.7,0.5,1.77
23134,11.2958984375,996.0,2.4,1.9,-1.8,3.55
23135,11.29638671875,996.0,1.1,-1.1,-2.2,2.69
23136,11.296875,996.0,1.6,1.9,-2.9,3.82
23137,11.29736328125,996.5,0.1,-1.3,-0.4,1.36
23138,11.2978515625,996.5,2.0,1.1,-0.8,2.42
23139,11.29833984375,996.5,0.1,-0.9,-0.6,1.09
23140,11.298828125,996.5,1.2,1.9,-2.0,3.01
23141,11.29931640625,996.5,-0.1,-0.4,-0.2,0.46
23142,11.2998046875,996.5,1.2,1.5,-2.0,2.77
23143,11.30029296875,996.5,0.5,-1.7,-1.4,2.26
23144,11.30078125,996.5,1.6,1.5,-2.3,3.18
23145,11.30126953125,996.5,-1.6,-0.5,-1.4,2.18
23146,11.3017578125,996.5,1.8,2.5,-2.3,3.84
23147,11.30224609375,996.5,1.5,-0.9,-1.0,2.01
23148,11.302734375,996.5,0.6,1.9,-1.0,2.23
23149,11.30322265625,996.5,1.3,-1.9,-0.2,2.31
23150,11.3037109375,996.5,1.6,1.1,-2.3,3.01
23151,11.30419921875,996.5,-0.3,0.6,-0.4,0.78
23152,11.3046875,996.5,1.4,0.9,-3.9,4.24
23153,11.30517578125,996.5,1.3,-1.1,-0.1,1.71
23154,11.3056640625,996.5,2.2,1.3,-1.4,2.91
23155,11.30615234375,996.5,-0.6,-1.3,-0.6,1.55
23156,11.306640625,996.5,0.8,0.7,-3.7,3.85
23157,11.30712890625,997.0,-0.8,-0.4,-1.0,1.34
23158,11.3076171875,997.0,2.4,0.7,-1.0,2.69
23159,11.30810546875,997.0,-0.8,0.4,-0.6,1.08
23160,11.30859375,997.0,2.4,0.7,-2.9,3.83
23161,11.30908203125,997.0,0.5,-1.1,-1.4,1.85
23162,11.3095703125,997.0,2.4,1.9,-4.1,5.12
23163,11.31005859375,997.0,1.7,-1.7,1.5,2.83
23164,11.310546875,997.0,2.0,1.7,-0.4,2.66
23165,11.31103515625,997.0,0.3,0.0,-1.4,1.43
23166,11.3115234375,997.0,1.6,0.5,-2.0,2.61
23167,11.31201171875,997.0,-0.4,-1.3,-1.2,1.81
23168,11.3125,997.0,2.0,1.9,-2.0,3.41
23169,11.31298828125,997.0,0.3,-2.5,0.3,2.54
23170,11.3134765625,997.0,1.4,1.9,-2.9,3.74
23171,11.31396484375,997.0,1.3,-1.1,0.3,1.73
23172,11.314453125,997.0,1.2,3.0,-2.5,4.09
23173,11.31494140625,997.0,1.5,-0.9,-2.8,3.3
23174,11.3154296875,997.0,2.4,3.4,-1.8,4.53
23175,11.31591796875,997.0,-1.2,-0.9,-1.4,2.05
23176,11.31640625,997.0,0.8,0.9,-3.3,3.51
23177,11.31689453125,997.0,1.3,-0.5,0.5,1.48
23178,11.3173828125,997.2,0.6,2.3,-2.3,3.31
23179,11.31787109375,997.2,0.7,0.6,-0.2,0.94
23180,11.318359375,997.2,1.4,1.7,-2.7,3.48
23181,11.31884765625,997.2,0.7,0.0,-1.0,1.22
23182,11.3193359375,997.2,0.6,1.5,-2.1,2.65
23183,11.31982421875,997.2,-1.4,-0.9,-0.8,1.85
23184,11.3203125,997.2,0.6,2.8,-1.8,3.38
23185,11.32080078125,997.2,1.5,-4.1,0.3,4.38
23186,11.3212890625,997.2,1.8,2.1,-2.5,3.73
23187,11.32177734375,997.2,-0.1,-2.1,0.7,2.22
23188,11.322265625,997.2,2.4,1.7,-1.6,3.35
23189,11.32275390625,997.2,0.7,-0.7,-0.2,1.01
23190,11.3232421875,997.2,1.0,0.3,-2.0,2.26
23191,11.32373046875,997.2,0.7,0.6,-0.2,0.94
23192,11.32421875,997.2,2.4,1.1,0.4,2.67
23193,11.32470703125,997.2,0.7,0.4,0.5,0.95
23194,11.3251953125,997.2,1.4,1.1,-2.3,2.91
23195,11.32568359375,997.2,-0.1,0.2,-1.4,1.42
23196,11.326171875,997.2,0.5,0.7,-2.3,2.46
23197,11.32666015625,997.2,-0.3,-2.3,2.1,3.13
23198,11.3271484375,997.7,1.4,2.3,-3.7,4.58
23199,11.32763671875,997.7,-0.6,-0.4,0.3,0.78
23200,11.328125,997.7,1.0,1.1,-2.1,2.57
23201,11.32861328125,997.7,-0.3,-1.3,-0.2,1.35
23202,11.3291015625,997.7,1.8,1.9,-1.0,2.8
23203,11.32958984375,997.7,-0.8,-1.7,-0.1,1.88
23204,11.330078125,997.7,2.4,1.5,-4.1,4.98
23205,11.33056640625,997.7,-0.3,-0.5,-0.4,0.71
23206,11.3310546875,997.7,1.6,0.1,-2.3,2.8
23207,11.33154296875,997.7,-0.4,-0.7,2.7,2.82
23208,11.33203125,997.7,2.4,0.3,-1.8,3.01
23209,11.33251953125,997.7,0.9,-1.7,0.9,2.12
23210,11.3330078125,997.7,3.0,0.1,-2.5,3.91
23211,11.33349609375,997.7,-0.3,1.0,-0.4,1.12
23212,11.333984375,997.7,1.4,0.1,-1.6,2.13
23213,11.33447265625,997.7,0.3,-1.5,-0.2,1.54
23214,11.3349609375,997.7,1.4,1.1,-0.8,1.95
23215,11.33544921875,997.7,-0.3,-0.9,-0.6,1.12
23216,11.3359375,997.7,1.8,0.7,-2.3,3.0
23217,11.33642578125,997.7,-0.3,-0.4,-1.4,1.49
23218,11.3369140625,997.7,0.6,0.5,-1.8,1.96
23219,11.33740234375,998.0,0.1,-0.5,-0.6,0.79
23220,11.337890625,998.0,2.0,0.1,-2.5,3.2
23221,11.33837890625,998.0,0.1,-2.5,0.3,2.52
23222,11.3388671875,998.0,2.2,1.1,-0.4,2.49
23223,11.33935546875,998.0,1.3,0.2,0.1,1.32
23224,11.33984375,998.0,1.8,1.1,-2.9,3.59
23225,11.34033203125,998.0,0.3,-1.7,-1.2,2.1
23226,11.3408203125,998.0,2.4,2.3,-0.2,3.33
23227,11.34130859375,998.0,0.3,-2.7,-1.0,2.89
23228,11.341796875,998.0,1.6,1.3,-2.3,3.09
23229,11.34228515625,998.0,0.9,-1.5,-0.8,1.92
23230,11.3427734375,998.0,0.8,2.1,-1.0,2.46
23231,11.34326171875,998.0,-0.4,-1.9,-0.4,1.98
23232,11.34375,998.0,1.2,-0.1,-2.0,2.33
23233,11.34423828125,998.0,-0.1,-0.9,-1.2,1.5
23234,11.3447265625,998.0,1.4,0.9,-2.0,2.6
23235,11.34521484375,998.0,-0.3,-2.1,-1.2,2.44
23236,11.345703125,998.0,1.4,0.7,-2.5,2.95
23237,11.34619140625,998.0,-0.4,-2.1,-0.4,2.17
23238,11.3466796875,998.0,1.4,0.3,-1.4,2.0
23239,11.34716796875,998.5,0.3,-1.7,-1.4,2.22
23240,11.34765625,998.5,0.8,2.1,-2.9,3.67
23241,11.34814453125,998.5,-0.3,-0.9,-2.0,2.21
23242,11.3486328125,998.5,1.8,1.5,-1.6,2.84
23243,11.34912109375,998.5,0.5,-1.3,-0.4,1.45
23244,11.349609375,998.5,1.6,1.7,-1.8,2.95
23245,11.35009765625,998.5,-0.1,0.4,1.3,1.36
23246,11.3505859375,998.5,2.4,-1.5,-1.4,3.16
23247,11.35107421875,998.5,-0.6,-1.5,-1.2,2.01
23248,11.3515625,998.5,0.6,0.9,-2.0,2.27
23249,11.35205078125,998.5,0.5,-1.5,-0.8,1.77
23250,11.3525390625,998.5,0.6,0.3,-2.7,2.78
23251,11.35302734375,998.5,-1.0,-2.1,-0.2,2.33
23252,11.353515625,998.5,0.8,0.7,-2.5,2.72
23253,11.35400390625,998.5,-0.3,-0.4,1.7,1.77
23254,11.3544921875,998.5,1.2,0.7,-1.0,1.71
23255,11.35498046875,998.5,-0.1,-0.5,-0.6,0.79
23256,11.35546875,998.5,1.6,-0.3,-1.4,2.15
23257,11.35595703125,998.5,-0.4,-0.7,-1.4,1.62
23258,11.3564453125,998.5,1.4,0.5,-1.4,2.04
23259,11.35693359375,998.5,0.1,-0.9,1.1,1.42
23260,11.357421875,998.9,1.8,-0.9,-2.9,3.53
23261,11.35791015625,998.9,-0.3,-1.3,-2.0,2.4
23262,11.3583984375,998.9,1.6,0.7,-0.8,1.92
23263,11.35888671875,998.9,-0.8,-2.1,-0.6,2.33
23264,11.359375,998.9,0.5,0.9,-2.0,2.25
23265,11.35986328125,998.9,-0.8,-1.9,-1.0,2.29
23266,11.3603515625,998.9,1.8,1.9,-2.1,3.36
23267,11.36083984375,998.9,-0.6,-0.9,-1.4,1.77
23268,11.361328125,998.9,3.2,0.1,-0.4,3.23
23269,11.36181640625,998.9,0.1,-1.3,-1.4,1.91
23270,11.3623046875,998.9,1.0,1.1,-1.8,2.33
23271,11.36279296875,998.9,-0.1,-1.7,-1.6,2.34
23272,11.36328125,998.9,2.4,0.1,-2.1,3.19
23273,11.36376953125,998.9,-0.4,-1.9,-0.8,2.1
23274,11.3642578125,998.9,1.6,1.1,-1.4,2.39
23275,11.36474609375,998.9,0.7,-2.1,-0.2,2.22
23276,11.365234375,998.9,1.2,2.3,-2.9,3.89
23277,11.36572265625,998.9,-0.4,-1.7,-2.2,2.81
23278,11.3662109375,998.9,2.4,2.3,-4.1,5.28
23279,11.36669921875,998.9,0.1,-1.7,-0.8,1.88
23280,11.3671875,999.6,1.6,0.9,-1.6,2.44
23281,11.36767578125,999.6,0.1,-0.7,0.5,0.87
23282,11.3681640625,999.6,2.0,1.1,-2.1,3.1
23283,11.36865234375,999.6,0.1,-1.5,-0.8,1.7
23284,11.369140625,999.6,2.0,0.9,-2.9,3.64
23285,11.36962890625,999.6,0.7,-0.7,-0.4,1.07
23286,11.3701171875,999.6,3.0,0.9,-3.7,4.85
23287,11.37060546875,999.6,-0.3,-1.7,-1.8,2.49
23288,11.37109375,999.6,1.6,1.5,-0.8,2.33
23289,11.37158203125,999.6,1.3,-0.2,0.1,1.32
23290,11.3720703125,999.6,3.4,0.7,-3.1,4.65
23291,11.37255859375,999.6,-0.4,-2.7,-1.2,2.98
23292,11.373046875,999.6,1.8,1.5,-2.0,3.08
23293,11.37353515625,999.6,0.3,-1.7,-1.8,2.49
23294,11.3740234375,999.6,1.4,2.3,-1.8,3.24
23295,11.37451171875,999.6,-1.0,-0.9,-1.2,1.8
23296,11.375,999.6,1.2,1.1,-2.5,2.98
23297,11.37548828125,999.6,-0.4,-2.5,-0.4,2.56
23298,11.3759765625,999.6,2.2,0.1,-1.4,2.61
23299,11.37646484375,999.6,0.5,-2.1,-0.8,2.3
23300,11.376953125,999.6,1.8,-0.7,-3.5,4.0
23301,11.37744140625,1000.0,1.5,-1.3,-0.6,2.07
23302,11.3779296875,1000.0,1.8,1.5,-3.5,4.21
23303,11.37841796875,1000.0,0.3,-1.7,-0.8,1.9
23304,11.37890625,1000.0,1.4,0.1,-2.7,3.04
23305,11.37939453125,1000.0,1.5,-1.3,-0.1,1.99
23306,11.3798828125,1000.0,1.2,0.9,-3.3,3.62
23307,11.38037109375,1000.0,1.3,-0.7,-0.4,1.53
23308,11.380859375,1000.0,2.6,2.3,-2.0,4.01
23309,11.38134765625,1000.0,-0.4,-0.2,0.3,0.54
23310,11.3818359375,1000.0,2.4,0.3,-1.4,2.79
23311,11.38232421875,1000.0,-0.4,-0.2,-1.2,1.28
23312,11.3828125,1000.0,2.2,1.9,-1.8,3.42
23313,11.38330078125,1000.0,-0.6,-1.9,-0.2,2.0
23314,11.3837890625,1000.0,0.3,1.9,-2.5,3.15
23315,11.38427734375,1000.0,-0.3,-1.5,-1.2,1.94
23316,11.384765625,1000.0,2.0,1.1,-1.6,2.79
23317,11.38525390625,1000.0,0.5,-2.5,-2.2,3.37
23318,11.3857421875,1000.0,2.0,1.7,-2.1,3.36
23319,11.38623046875,1000.0,0.5,-0.5,0.3,0.77
23320,11.38671875,1000.0,1.4,1.1,-3.5,3.93
23321,11.38720703125,1000.4,0.1,-0.9,-2.6,2.75
23322,11.3876953125,1000.4,2.4,1.3,-2.7,3.84
23323,11.38818359375,1000.4,-0.6,-1.7,-0.6,1.9
23324,11.388671875,1000.4,3.4,0.7,-1.8,3.91
23325,11.38916015625,1000.4,0.7,-1.7,0.5,1.91
23326,11.3896484375,1000.4,1.2,1.1,-1.6,2.28
23327,11.39013671875,1000.4,-0.3,-0.7,-1.2,1.42
23328,11.390625,1000.4,0.8,0.7,-2.1,2.35
23329,11.39111328125,1000.4,-0.6,-0.5,-0.6,0.98
23330,11.3916015625,1000.4,2.8,1.3,-2.1,3.73
23331,11.39208984375,1000.4,0.7,-1.3,0.3,1.51
23332,11.392578125,1000.4,0.6,0.1,-2.7,2.77
23333,11.39306640625,1000.4,0.7,-2.1,0.3,2.23
23334,11.3935546875,1000.4,2.2,0.5,-2.5,3.37
23335,11.39404296875,1000.4,1.1,-0.7,-0.6,1.44
23336,11.39453125,1000.4,2.4,0.1,-2.0,3.13
23337,11.39501953125,1000.4,-0.8,-0.5,-1.2,1.53
23338,11.3955078125,1000.4,1.6,1.9,-2.9,3.82
23339,11.39599609375,1000.4,0.5,-1.1,-2.2,2.51
23340,11.396484375,1000.4,1.8,0.3,-3.1,3.6
23341,11.39697265625,1000.4,-1.4,-1.5,-0.6,2.14
23342,11.3974609375,1000.9,2.4,2.1,-2.1,3.82
23343,11.39794921875,1000.9,-1.2,-1.1,-1.2,2.02
23344,11.3984375,1000.9,1.0,0.1,-3.1,3.26
23345,11.39892578125,1000.9,-1.0,-2.5,-2.2,3.48
23346,11.3994140625,1000.9,2.4,0.1,-0.6,2.48
23347,11.39990234375,1000.9,-1.0,-1.7,-0.4,2.01
23348,11.400390625,1000.9,2.0,-1.1,-3.3,4.01
23349,11.40087890625,1000.9,-1.0,-1.5,-2.2,2.84
23350,11.4013671875,1000.9,1.6,1.9,-2.7,3.67
23351,11.40185546875,1000.9,-0.4,-1.7,-2.8,3.3
23352,11.40234375,1000.9,0.6,-0.9,-1.8,2.1
23353,11.40283203125,1000.9,-1.0,-2.1,-1.8,2.94
23354,11.4033203125,1000.9,2.4,1.5,-3.7,4.66
23355,11.40380859375,1000.9,-0.1,-0.9,-0.4,0.99
23356,11.404296875,1000.9,2.4,0.5,-0.6,2.52
23357,11.40478515625,1000.9,0.3,-0.2,-2.0,2.03
23358,11.4052734375,1000.9,2.0,0.5,-2.7,3.4
23359,11.40576171875,1000.9,-1.0,-0.4,-2.0,2.27
23360,11.40625,1000.9,1.4,1.7,-1.0,2.42
23361,11.40673828125,1000.9,-0.1,-1.1,-0.4,1.17
23362,11.4072265625,1001.3,1.4,1.9,-1.8,2.97
23363,11.40771484375,1001.3,-0.3,-0.5,-0.4,0.71
23364,11.408203125,1001.3,1.6,0.9,-2.5,3.1
23365,11.40869140625,1001.3,0.5,-1.1,-2.0,2.34
23366,11.4091796875,1001.3,2.4,0.5,-3.1,3.95
23367,11.40966796875,1001.3,-0.1,-2.7,-1.2,2.96
23368,11.41015625,1001.3,1.4,0.5,-3.1,3.44
23369,11.41064453125,1001.3,-0.6,-1.9,0.3,2.01
23370,11.4111328125,1001.3,1.4,0.7,-2.3,2.78
23371,11.41162109375,1001.3,0.7,-0.9,-0.6,1.29
23372,11.412109375,1001.3,1.0,1.3,-2.7,3.16
23373,11.41259765625,1001.3,-0.3,-4.1,0.1,4.11
23374,11.4130859375,1001.3,2.4,0.1,-2.7,3.61
23375,11.41357421875,1001.3,1.5,-1.9,0.1,2.42
23376,11.4140625,1001.3,0.6,1.7,-4.1,4.48
23377,11.41455078125,1001.3,0.7,-1.9,-1.2,2.35
23378,11.4150390625,1001.3,1.0,0.7,-2.9,3.15
23379,11.41552734375,1001.3,-0.3,0.4,-2.2,2.26
23380,11.416015625,1001.3,1.4,0.7,-2.1,2.62
23381,11.41650390625,1001.3,-0.8,0.4,-1.2,1.5
23382,11.4169921875,1001.3,3.0,0.3,-4.7,5.58
23383,11.41748046875,1001.5,-0.1,-0.5,0.9,1.03
23384,11.41796875,1001.5,3.0,0.5,-2.3,3.81
23385,11.41845703125,1001.5,-0.4,-2.3,-1.0,2.54
23386,11.4189453125,1001.5,2.6,2.5,-4.1,5.46
23387,11.41943359375,1001.5,0.7,-1.7,-0.1,1.84
23388,11.419921875,1001.5,0.8,-0.3,-2.9,3.02
23389,11.42041015625,1001.5,0.7,-2.1,-0.4,2.25
23390,11.4208984375,1001.5,1.6,1.3,-1.8,2.74
23391,11.42138671875,1001.5,-0.3,-1.7,-2.8,3.29
23392,11.421875,1001.5,1.4,1.9,-1.6,2.85
23393,11.42236328125,1001.5,0.1,-2.9,-2.6,3.9
23394,11.4228515625,1001.5,1.4,1.5,-2.7,3.39
23395,11.42333984375,1001.5,0.3,-0.2,0.5,0.62
23396,11.423828125,1001.5,0.8,1.7,-3.7,4.15
23397,11.42431640625,1001.5,1.3,-1.3,-0.8,2.0
23398,11.4248046875,1001.5,1.0,1.3,-1.8,2.44
23399,11.42529296875,1001.5,0.3,-1.3,0.1,1.34
23400,11.42578125,1001.5,1.8,1.7,-3.9,4.62
23401,11.42626953125,1001.5,0.3,-0.2,-1.2,1.25
23402,11.4267578125,1001.5,1.4,-0.5,-3.5,3.8
23403,11.42724609375,1001.7,0.5,-1.5,-2.6,3.04
23404,11.427734375,1001.7,1.6,1.5,-1.4,2.6
23405,11.42822265625,1001.7,-0.4,-0.9,-0.4,1.06
23406,11.4287109375,1001.7,1.6,1.9,-2.7,3.67
23407,11.42919921875,1001.7,-0.8,-1.5,-3.0,3.45
23408,11.4296875,1001.7,1.2,0.7,-3.1,3.4
23409,11.43017578125,1001.7,-0.8,-0.9,-2.2,2.51
23410,11.4306640625,1001.7,2.4,-0.3,-2.5,3.48
23411,11.43115234375,1001.7,-0.1,-2.1,-0.8,2.25
23412,11.431640625,1001.7,1.8,-0.3,-4.1,4.49
23413,11.43212890625,1001.7,1.1,-2.5,-0.8,2.85
23414,11.4326171875,1001.7,1.8,0.7,-0.8,2.09
23415,11.43310546875,1001.7,-0.3,-0.4,-0.8,0.94
23416,11.43359375,1001.7,1.4,0.5,-2.7,3.08
23417,11.43408203125,1001.7,0.3,-1.9,-3.4,3.91
23418,11.4345703125,1001.7,1.0,0.9,-3.3,3.56
23419,11.43505859375,1001.7,-0.3,-1.5,0.7,1.68
23420,11.435546875,1001.7,2.4,1.3,-1.0,2.91
23421,11.43603515625,1001.7,0.7,-0.5,-2.0,2.18
23422,11.4365234375,1001.7,1.0,0.9,-3.1,3.38
23423,11.43701171875,1001.7,-0.1,-1.9,-3.4,3.9
23424,11.4375,1001.8,1.0,2.3,-1.8,3.09
23425,11.43798828125,1001.8,0.5,-2.1,-0.4,2.2
23426,11.4384765625,1001.8,2.2,0.9,-2.7,3.6
23427,11.43896484375,1001.8,-0.1,-1.7,0.3,1.73
23428,11.439453125,1001.8,1.0,0.3,-2.3,2.53
23429,11.43994140625,1001.8,-0.6,0.4,-1.0,1.23
23430,11.4404296875,1001.8,2.0,1.1,-1.6,2.79
23431,11.44091796875,1001.8,-0.4,-1.1,-1.6,1.98
23432,11.44140625,1001.8,1.8,0.7,-3.9,4.35
23433,11.44189453125,1001.8,-0.4,-1.7,-2.0,2.66
23434,11.4423828125,1001.8,3.0,1.5,-2.9,4.43
23435,11.44287109375,1001.8,-0.4,-0.9,-2.0,2.23
23436,11.443359375,1001.8,2.2,-0.3,-2.9,3.65
23437,11.44384765625,1001.8,-0.4,-0.9,-1.2,1.55
23438,11.4443359375,1001.8,1.4,1.7,-2.7,3.48
23439,11.44482421875,1001.8,0.5,-1.1,-0.1,1.21
23440,11.4453125,1001.8,1.0,1.7,-2.7,3.34
23441,11.44580078125,1001.8,1.3,-1.3,-1.2,2.2
23442,11.4462890625,1001.8,1.0,1.3,-2.5,2.99
23443,11.44677734375,1001.8,1.5,-1.7,-3.4,4.09
23444,11.447265625,1002.2,1.2,0.9,-3.7,3.99
23445,11.44775390625,1002.2,-0.4,-1.5,-1.6,2.23
23446,11.4482421875,1002.2,1.2,-0.1,-3.9,4.08
23447,11.44873046875,1002.2,0.5,-1.5,-1.2,1.98
23448,11.44921875,1002.2,0.6,1.9,-2.7,3.36
23449,11.44970703125,1002.2,0.5,-1.9,-2.2,2.95
23450,11.4501953125,1002.2,0.6,0.7,-3.7,3.81
23451,11.45068359375,1002.2,0.7,-2.1,-1.2,2.52
23452,11.451171875,1002.2,2.2,2.3,-4.1,5.19
23453,11.45166015625,1002.2,0.5,-0.9,-1.4,1.74
23454,11.4521484375,1002.2,1.8,0.9,-2.7,3.37
23455,11.45263671875,1002.2,-0.4,-0.7,-3.2,3.3
23456,11.453125,1002.2,2.2,-0.3,-2.3,3.2
23457,11.45361328125,1002.2,-0.3,-0.4,-0.1,0.51
23458,11.4541015625,1002.2,1.6,-0.1,-2.9,3.31
23459,11.45458984375,1002.2,1.1,-1.9,-1.8,2.84
23460,11.455078125,1002.2,2.8,1.1,-2.3,3.79
23461,11.45556640625,1002.2,0.7,-1.7,-0.2,1.85
23462,11.4560546875,1002.2,2.2,1.7,-2.3,3.61
23463,11.45654296875,1002.2,0.7,-2.3,0.1,2.41
23464,11.45703125,1002.2,2.2,0.7,-3.1,3.87
23465,11.45751953125,1002.4,-1.2,-2.3,-2.2,3.4
23466,11.4580078125,1002.4,1.2,-0.3,-1.0,1.59
23467,11.45849609375,1002.4,-0.3,-1.7,-1.2,2.1
23468,11.458984375,1002.4,0.8,1.5,-3.7,4.07
23469,11.45947265625,1002.4,-0.4,-2.5,-1.0,2.72
23470,11.4599609375,1002.4,1.2,1.7,-4.1,4.6
23471,11.46044921875,1002.4,0.7,-0.2,-1.0,1.24
23472,11.4609375,1002.4,2.6,1.1,-3.1,4.19
23473,11.46142578125,1002.4,0.7,-0.7,-1.2,1.56
23474,11.4619140625,1002.4,2.4,1.1,-3.3,4.23
23475,11.46240234375,1002.4,0.7,-0.5,-3.0,3.12
23476,11.462890625,1002.4,-0.5,0.7,-2.3,2.46
23477,11.46337890625,1002.4,0.3,-0.2,1.5,1.54
23478,11.4638671875,1002.4,2.0,0.9,-3.9,4.47
23479,11.46435546875,1002.4,-0.4,-1.1,-1.8,2.15
23480,11.46484375,1002.4,1.8,0.9,-3.3,3.87
23481,11.46533203125,1002.4,-0.3,-1.7,-1.6,2.35
23482,11.4658203125,1002.4,0.1,0.9,-3.1,3.23
23483,11.46630859375,1002.4,0.9,-1.5,0.5,1.82
23484,11.466796875,1002.4,1.8,0.9,-2.3,3.06
23485,11.46728515625,1002.5,0.3,-1.7,-1.2,2.1
23486,11.4677734375,1002.5,2.2,0.9,-4.9,5.45
23487,11.46826171875,1002.5,-0.3,0.0,-1.4,1.43
23488,11.46875,1002.5,1.2,0.7,-1.0,1.71
23489,11.46923828125,1002.5,-0.8,-1.3,-2.2,2.68
23490,11.4697265625,1002.5,1.2,1.3,-3.1,3.57
23491,11.47021484375,1002.5,-0.3,-1.7,-0.8,1.9
23492,11.470703125,1002.5,-0.7,1.7,-2.1,2.79
23493,11.47119140625,1002.5,0.7,-1.3,-0.8,1.68
23494,11.4716796875,1002.5,2.2,0.5,-3.9,4.51
23495,11.47216796875,1002.5,0.7,-1.5,-0.8,1.84
23496,11.47265625,1002.5,2.0,0.9,-2.5,3.33
23497,11.47314453125,1002.5,1.5,-1.7,-0.1,2.27
23498,11.4736328125,1002.5,0.1,1.7,-2.5,3.02
23499,11.47412109375,1002.5,0.1,1.4,0.1,1.41
23500,11.474609375,1002.5,1.0,-0.3,-3.1,3.27
23501,11.47509765625,1002.5,-0.8,-0.9,-2.2,2.51
23502,11.4755859375,1002.5,2.4,1.9,-3.1,4.36
23503,11.47607421875,1002.5,0.5,-1.7,-1.2,2.14
23504,11.4765625,1002.5,0.6,-1.3,-1.8,2.3
23505,11.47705078125,1002.5,0.3,-0.9,-1.8,2.03
23506,11.4775390625,1002.4,2.6,1.9,-4.1,5.21
23507,11.47802734375,1002.4,0.1,-0.5,-2.0,2.06
